CoastPN,Item,Level,Name,Class,PerUnit,Unit,PartDwg,Rev,ManFSCM
32363,12,4,,,0,EA,,,
32363,13,4,EPOXY,,1,A/R,C15-015,-,12405
32363,14,4,,,0,EA,,,
32363,15,4,BASEPLATE,,1,EA,(11982) 782034-1,CUR,
32363,16,4,"SLEEVING, SHRINK",,1,A/R,M23053/5-XXX,CUR,
32363,17,4,,,0,EA,,,
32363,18,4,"WASHER, FLAT",,9,EA,NAS620C2,CUR,
32363,19,4,HEX NUT,,2,EA,NAS671C2,CUR,
32363,20,4,SHOULDER WASHER,,2,EA,(11982) 4S001-013Z-001,CUR,
32363,21,4,"SCREW, FLAT HEAD",,2,EA,NAS662C2R7,CUR,
32363,22,4,INSULATING WASHER,,2,EA,(11982) SP0300A1,CUR,
32363,23,4,,,0,EA,,,
32363,24,4,SOLDER,,1,A/R,Sn10WRMAP3,CUR,
32363,25,4,,,0,EA,,,
32363,26,4,"ADHESIVE, BONDING",,1,A/R,RFC-1120,CUR,A0000
32363,27,4,"INK, MARKING, WHITE",,1,A/R,M-9-N,-,12405
32363,28,4,"INK, MARKING, BLK",,1,A/R,M-0-N,-,12405
32363,29,5,"CATALYST, INK",,1,A/R,B-3,-,12405
32364,1,1,INDUCTOR,,1,EA,32364,A,22558
32364,2,2,COIL/CORE,,1,EA,32364-10,A,22558
32364,3,3,CORE,,1,EA,80512-1/2DMA,-,8057
32364,4,1,,,0,EA,,,
32364,5,3,MAGNET WIRE,002K,1,A/R,#36 AWG PER NEMA MW-35-C,-,
32364,6,3,"LEADS, FLEX, WHITE",,1,A/R,#26 AWG PER MIL-W-81044,CUR,
32364,7,3,"INSULATION, DACRON",021L,1,A/R,"TRIMTEX WOVEN POLYESTER, 5 MILS THK",-,F0003
32364,8,3,BASE,,1,EA,504-31-590-3,CUR,
32364,9,3,"ADHESIVE, BONDING",,1,A/R,RFC-1120,-,A0000
32364,10,1,,,0,EA,,,
32364,11,3,EPOXY,,1,A/R,DC-571,-,22156
32364,12,3,"INK, BLACK",,1,A/R,M-0-N,-,12405
32364,13,4,"CATALYST, INK",,1,A/R,B-3,-,12405
32365,1,1,"TRANSFORMER, POWER",,1,EA,32365,C,22558
32365,2,2,COIL/CORE,,1,EA,32365-10,A,22558
32365,3,3,CORE,,1,EA,YP-42507-TC,CUR,8057
32365,4,1,,,0,EA,,,
32365,5,3,MAGNET WIRE,002K,1,A/R,#27 AWG PER NEMA MW-35-C,-,
32365,6,3,MAGNET WIRE,002K,1,A/R,#24 AWG PER NEMA MW-35-C,-,
32365,7,3,MAGNET WIRE,002K,1,A/R,#28 AWG PER NEMA MW-35-C,-,
32365,8,1,,,0,EA,,,
32365,9,1,,,0,EA,,,
32365,10,3,"INSULATION, MYLAR",021N,1,A/R,"48EL, 1/4 WIDE""",-,F0003
32365,11,3,"TAPE, GLASS",021B,1,A/R,P-213,-,99742
32365,12,3,FABRIC WASHER,,1,EA,521-128-25,CUR,
32365,13,3,SOLDER,,1,A/R,Sn63 285 #66,-,
32365,14,3,DACRON,021L,1,A/R,"TRIMTEX WOVEN POLYESTER, 5 MILS THK",-,F0003
32365,15,11,,,0,EA,,,
32365,16,3,EPOXY,,1,A/R,DC-571,-,22156
32365,17,3,"INK, BLACK",,1,A/R,M-0-N,-,12405
32365,18,4,CATALYST,,1,A/R,B-3,-,12405
32366,1,1,"INDUCTOR, COUPLED",,1,EA,32366,D,22558
32366,2,2,FINAL ASSEMBLY,,1,EA,32366-20,NC,22558
32366,3,3,COIL\CORE DETAIL,,1,EA,32366-10,A,22558
32366,4,4,"CORE, RM POT CORE",,1,SET,YNP-42819-A445,-,8057
32366,5,4,"CLIP, CORE",,2,EA,610,CUR,A0002
32366,6,4,,,0,EA,,,
32366,7,4,MAGNET WIRE,002K,1,A/R,#22 AWG PER NEMA MW-35-C,-,
32366,8,4,MAGNET WIRE,002K,1,A/R,#23 AWG PER NEMA MW-35-C,-,
32366,9,4,MAGNET WIRE,002K,1,A/R,#24 AWG PER NEMA MW-35-C,-,
32366,10,4,,,0,,,,
32366,11,4,"TAPE, GLASS",021B,1,A/R,P-213,-,99742
32366,12,4,"HEATSINK, COIL",005A,2,EA,855064-1,A,
32366,13,4,EPOXY,,1,A/R,DC-571,-,22156
32366,14,3,TERMINAL BOARD,006A,1,EA,855063-2,A,
32366,15,3,BASEPLATE,005A,1,EA,855062-1,NC,
32366,16,3,"SLEEVING, SHRINK",,1,A/R,M23053/5-XXX,CUR,
32366,17,3,,,0,EA,,,
32366,18,3,"WASHER, FLAT",,9,EA,NAS620C2,CUR,
32366,19,3,"NUT, HEX",,2,EA,NAS671C2,CUR,
32366,20,1,,,0,EA,,,
32366,21,3,"SCREW, PAN HEAD",,2,EA,MS51957-2,CUR,
32366,22,3,"SCREW, PAN HEAD",,5,EA,MS51957-3,CUR,
32366,23,3,,,0,EA,,,
32366,24,3,SOLDER,,1,A/R,Sn96 285 #66,-,
32366,25,3,,,0,EA,,,
32366,26,3,"ADHESIVE, BONDING",,1,A/R,RFC-1120,-,A0000
32366,27,3,"INK, MARKING, WHITE",,1,A/R,M-9-N,-,12405
32366,28,3,"INK, MARKING, BLK",,1,A/R,M-0-N,-,12405
32366,29,4,"CATALYST, INK",,1,A/R,B-3,-,12405
32367,1,1,COMMON MODE CHOKE,,1,EA,32367,G,22558
32367,2,2,COIL/CORE,,1,EA,32367-10,C,22558
32367,3,3,CORE,,1,EA,YF-40907-TC,-,8057
32367,4,1,,,0,EA,,,
32367,5,3,MAGNET WIRE,002K,1,A/R,#23 AWG PER MW-35-C,-,
32367,6,3,FLEX LEADS,,1,A/R,#22 AWG PER MIL-W-81044,-,
32367,7,3,DACRON,021L,1,A/R,"TRIMTEX WOVEN POLYESTER, 5 MILS THK",-,A0000
32367,8,3,EPOXY,,1,A/R,DC-571,-,22156
32367,9,1,,,0,EA,,,
32367,10,3,"INK, EPOXY, BLK",,1,A/R,M-9-N,-,12405
32367,11,4,CATALYST,,1,A/R,B-3,-,12405
32367,12,3,SOLDER,,1,A/R,Sn63 285 #66,-,
32368,1,1,CURRENT TRANSFORMER,,1,EA,32368,A,22558
32368,2,1,,,0,EA,,,
32368,3,3,COIL\CORE DETAIL,,1,EA,32368-10,A,22558
32368,4,4,CORE,,1,EA,80505-5F-0080-00,-,8057
32368,5,4,MAGNET WIRE,002K,1,A/R,#36 AWG PER NEMA MW-35-C,-,
32368,6,4,MAGNET WIRE,002K,1,A/R,AWG #27 PER NEMA MW-35-C,-,
32368,7,4,EPOXY,,1,A/R,EA956 A & B,-,12405
32368,8,3,LEAD FRAME,,1,EA,9304,C,
32368,9,1,,,0,EA,,,
32368,10,3,SOLDER,,1,A/R,Sn63WRMAP3,CUR,
32368,11,3,MOLDING COMPOUND,,1,A/R,MG25F-05,CUR,D0008
32368,12,3,"INK, MARKING, WHITE",,1,A/R,M-9-N,-,12405
32368,13,4,"CATALYST, INK",,1,A/R,B-3,-,12405
32369,1,1,INDUCTOR,,1,EA,32369,NC,22558
32369,2,3,COIL\CORE DETAIL,,1,EA,32369-10,NC,22558
32369,3,4,"CORE, MPP",,1,EA,55015-A2-EO,-,8057
32369,4,4,,,0,,,,
32369,5,4,MAGNET WIRE,002K,1,A/R,AWG #22 PER NEMA MW-35-C,-,
32369,6,4,,,0,,,,
32369,7,4,,,0,,,,
32369,8,1,,,0,EA,,,
32369,9,4,,,0,,,,
32369,10,3,,,1,EA,,,
32369,11,4,EPOXY,,1,A/R,RFC-1120,-,E0035
32370,1,1,INDUCTOR,,1,EA,32370,A,22558
32370,2,2,,,0,EA,,,
32370,3,2,COIL/CORE DETAIL,,1,EA,32370-10,A,22558
32370,4,3,CORE,,1,EA,55280-A2,-,8057
32370,5,3,MAGNET WIRE,002K,1,A/R,#36 AWG PER NEMA MW-35-C,-,
32370,6,3,,,0,EA,,,
32370,7,3,EPOXY,,1,A/R,EA956 A & B,-,12405
32370,8,3,LEAD FRAME,,1,EA,9304 *REV LP/NC,*,
32370,9,3,INSULATION WASHER,,1,EA,504-5-440-3,A,22558
32370,10,3,SOLDER,,1,A/R,Sn63 #285 66,-,K0014
32370,11,3,MOLDING COMPOUND,,1,A/R,MG33-0690,-,D0008
32370,12,3,"INK, MARKING, WHITE",,1,A/R,M-9-N,-,12405
32370,13,4,"CATALYST, INK",,1,A/R,B-3,-,12405
32373,1,1,INDUCTOR,,1,EA,32373,B,22558
32373,2,2,COIL/CORE,,1,EA,32373-10,A,22558
32373,3,3,CORE,,1,EA,55040-A2-EO,-,8057
32373,4,4,,,0,,,-,
32373,5,4,MAGNET WIRE,002K,1,A/R,#22 AWG PER MW-35-C,-,
32373,6,4,,,0,,,,
32373,7,4,"TAPE, GLASS",021B,1,A/R,P-213,-,99742
32373,8,4,,,0,,,,
32373,9,4,,,0,,,,
32373,10,11,,,0,EA,,,
32373,11,4,EPOXY,,1,A/R,DC-571,-,22156
32373,12,4,"INK, BLACK",,1,A/R,M-0-N,-,12405
32373,13,5,CATALYST,,1,A/R,B3,-,12405
32374,1,1,INDUCTOR,,1,EA,32374,NC,22558
32374,2,2,COIL/CORE,,1,EA,32374-10,NC,22558
32374,3,3,CORE,,1,EA,55040-A2-EO,-,8057
32374,4,4,,,0,,,-,
32374,5,4,MAGNET WIRE,002K,1,A/R,#31 AWG PER MW-35-C,-,
32374,6,4,,,0,,,,
32374,7,4,"TAPE, GLASS",021B,1,A/R,P-213,-,99742
32374,8,4,,,0,,,,
32374,9,4,,,0,,,,
32374,10,11,,,0,EA,,,
32374,11,4,EPOXY,,1,A/R,DC-571,-,22156
32374,12,4,"INK, BLACK",,1,A/R,M-0-N,-,12405
32374,13,5,CATALYST,,1,A/R,B3,-,12405
32375,1,1,INDUCTOR,,1,EA,32375,A,22558
32375,2,2,COIL/CORE,,1,EA,32375-10,A,22558
32375,3,3,CORE,,1,EA,55040-A2-EO,-,8057
32375,4,4,,,0,,,-,
32375,5,3,MAGNET WIRE,002K,1,A/R,#26 AWG PER MW-35-C,-,
32375,6,4,,,0,,,,
32375,7,3,"TAPE, GLASS",021B,1,A/R,P-213,-,99742
32375,8,4,,,0,,,,
32375,9,4,,,0,,,,
32375,10,11,,,0,EA,,,
32375,11,3,EPOXY,,1,A/R,DC-571,-,22156
32375,12,3,"INK, BLACK",,1,A/R,M-0-N,-,12405
32375,13,4,CATALYST,,1,A/R,B3,-,12405
32377,1,1,"INDUCTOR, COUPLED",,1,EA,32377,NC,22558
32377,2,2,FINAL ASSEMBLY,,1,EA,32377-20,NC,22558
32377,3,3,COIL\CORE DETAIL,,1,EA,32377-10,NC,22558
32377,4,4,"CORE, RM POT CORE",,1,SET,YNP-42819-A445,CUR,8057
32377,5,4,"CLIP, CORE",,2,EA,610,CUR,A0002
32377,6,1,,,0,EA,,,
32377,7,4,MAGNET WIRE,002K,1,A/R,AWG #25 PER NEMA MW-35-C,-,
32377,8,4,MAGNET WIRE,002K,1,A/R,AWG #23 PER NEMA MW-35-C,-,
32377,9,4,MAGNET WIRE,002K,1,A/R,AWG #26 PER NEMA MW-35-C,-,
32377,10,1,,,0,EA,,,
32377,11,4,"TAPE, GLASS",021B,1,A/R,P-213,-,99742
32377,12,4,"HEATSINK, COIL",005A,2,EA,855064-1,A,
32377,13,4,EPOXY,,1,A/R,C15-015,-,12405
32377,14,3,TERMINAL BOARD,006A,1,EA,855063-1,A,
32377,15,3,BASEPLATE,005A,1,EA,855062-1,NC,
32377,16,3,"SLEEVING, SHRINK",,1,A/R,M23053/5-XXX,CUR,
32377,17,3,,,1,EA,,,
32377,18,3,"WASHER, FLAT",,9,EA,NAS620C2,CUR,
32377,19,3,"NUT, HEX",,2,EA,NAS671C2,CUR,
32377,20,33,"SCREW, PAN HEAD",,0,EA,MS51957-1,CUR,
32377,21,3,"SCREW, PAN HEAD",,2,EA,MS51957-2,CUR,
32377,22,3,"SCREW, PAN HEAD",,5,EA,MS51957-3,CUR,
32377,23,3,,,1,EA,,,
32377,24,3,SOLDER,,1,A/R,Sn96WRMAP3,CUR,
32377,25,3,,,1,EA,,,
32377,26,3,"ADHESIVE, BONDING",,1,A/R,RFC-1120 PER (11982) MT5-20,CUR,A0000
32377,27,3,"INK, MARKING, WHITE",,1,A/R,M-9-N,-,12405
32377,28,3,"INK, MARKING, BLK",,1,A/R,M-0-N,-,12405
32378,1,1,"TRANSFORMER, POWER",,1,EA,32378,A,22558
32378,2,2,COIL/CORE,,1,EA,32378-10,A,22558
32378,3,3,CORE,,1,EA,YP-42507-TC,CUR,8057
32378,4,1,,,0,EA,,,
32378,5,4,MAGNET WIRE,002K,1,A/R,#27 AWG PER NEMA MW-35-C,-,
32378,6,4,MAGNET WIRE,002K,1,A/R,#28 AWG PER NEMA MW-35-C,-,
32378,7,4,"LEADS, FLEX, WHITE",,1,A/R,#20 AWG PER MIL-W-81044,CUR,
32378,8,4,"LEADS, FLEX, WHITE",,1,A/R,#22 AWG PER MIL-W-81044,CUR,
32378,9,1,,,0,EA,,,
32378,10,4,"INSULATION, MYLAR",021N,1,A/R,"48EL, 1/4 WIDE""",-,F0003
32378,11,4,"TAPE, GLASS",021B,1,A/R,P-213,-,99742
32378,12,4,FABRIC WASHER,,1,EA,521-128-25,CUR,
32378,13,4,SOLDER,,1,A/R,Sn63,-,
32378,14,4,DACRON,021L,1,A/R,"TRIMTEX WOVEN POLYESTER, 5 MILS THK",-,F0003
32378,15,11,,,0,EA,,,
32378,16,4,EPOXY,,1,A/R,C15-015,-,12405
32378,17,4,"INK, BLACK",,1,A/R,M-0-N,-,12405
32378,18,5,"CATALYST, INK",,1,A/R,B-3,-,12405
32379,1,1,"TRANSFORMER, POWER",,1,EA,32379,A,22558
32379,2,2,COIL/CORE,,1,EA,32379-10,A,22558
32379,3,3,CORE,,1,EA,YP-42507-TC,-,8057
32379,4,1,,,0,EA,,,
32379,5,4,MAGNET WIRE,002K,1,A/R,#25 AWG PER NEMA MW-35-C,-,
32379,6,4,MAGNET WIRE,002K,1,A/R,#26 AWG PER NEMA MW-35-C,-,
32379,7,1,,,0,EA,,,
32379,8,1,,,0,EA,,,
32379,9,1,,,0,EA,,,
32379,10,4,"INSULATION, MYLAR",021N,1,A/R,"48EL, 1/4 WIDE""",-,F0003
32379,11,4,"TAPE, GLASS",021B,1,A/R,P-213,-,99742
32379,12,4,FABRIC WASHER,,1,EA,521-128-25,CUR,
32379,13,4,SOLDER,,1,A/R,Sn63 285 #66,-,
32379,14,4,DACRON,021L,1,A/R,"TRIMTEX WOVEN POLYESTER, 5 MILS THK",-,F0003
32379,15,11,,,0,EA,,,
32379,16,4,EPOXY,,1,A/R,DC-571,-,22156
32379,17,4,"INK, BLACK",,1,A/R,M-0-N,-,12405
32379,18,5,"CATALYST, INK",,1,A/R,B-3,-,12405
3238,1,1,TOP DRAWING,,1,EA,3238,F,5254
3238,2,2,CORE/COIL,,1,EA,3238-10,D,5254
3238,3,3,CORE,,1,EA,62D3304,-,91881
3238,4,3,CAN,005A,1,EA,3238-03,B,
3238,5,3,BASE,005A,1,EA,3238-06,C,
3238,6,3,TERMINAL HEADER,,1,EA,4055-6,-,88245
3238,7,3,SHIELD,,41,IN,"T-26 x 1/2"",-""",F0003,
3238,8,3,MAG. SHIELD,,1,EA,M30-4-12,-,E0003
3238,9,3,INSULATOR (MAG. SHIELD),,1,EA,"6.25 x 1"" x .010""""",-,
3238,10,3,INSULATOR (HEADER) DISC,,1,EA,"1.625 OD x 1/32""""",-,
3238,11,3,INSULATOR (TOP),,1,EA,1.90 x 1.90 x .015 W/ .25 CENTER HOLE,-,
32380,1,1,"INDUCTOR, COUPLED",,1,EA,32380,NC,22558
32380,2,2,FINAL ASSEMBLY,,1,EA,32380-20,NC,22558
32380,3,3,COIL\CORE DETAIL,,1,EA,32380-10,NC,22558
32380,4,4,"CORE, RM POT CORE",,1,SET,YNP-42819-A250,-,8057
32380,5,4,"CLIP, CORE",,2,EA,610,CUR,A0002
32380,6,4,MAGNET WIRE,002K,1,A/R,#22 AWG PER NEMA MW-35-C,-,
32380,7,4,MAGNET WIRE,002K,1,A/R,#24 AWG PER NEMA MW-35-C,-,
32380,8,4,MAGNET WIRE,002K,1,A/R,#25 AWG PER NEMA MW-35-C,-,
32380,9,4,MAGNET WIRE,002K,1,A/R,#27 AWG PER NEMA MW-35-C,-,
32380,10,1,,,0,EA,,,
32380,11,4,"TAPE, GLASS",021B,1,A/R,P-213,-,99742
32380,12,4,"HEATSINK, COIL",005A,2,EA,855064-1,A,
32380,13,4,EPOXY,,1,A/R,DC-571,-,22156
32380,14,3,TERMINAL BOARD,006A,1,EA,855063-1,A,
32380,15,3,BASEPLATE,005A,1,EA,855062-1,NC,
32380,16,3,"SLEEVING, SHRINK",,1,A/R,M23053/5-XXX,CUR,
32380,17,3,,,0,EA,,,
32380,18,3,"WASHER, FLAT",,9,EA,NAS620C2,CUR,
32380,19,3,"NUT, HEX",,2,EA,NAS671C2,CUR,
32380,20,1,,,0,EA,,,
32380,21,3,"SCREW, PAN HEAD",,2,EA,MS51957-2,CUR,
32380,22,3,"SCREW, PAN HEAD",,5,EA,MS51957-3,CUR,
32380,23,3,,,0,EA,,,
32380,24,3,SOLDER,,1,A/R,Sn96 285 #66,-,
32380,25,3,,,0,EA,,,
32380,26,3,"ADHESIVE, BONDING",,1,A/R,RFC-1120,-,A0000
32380,27,3,"INK, MARKING, WHITE",,1,A/R,M-9-N,-,12405
32380,28,3,"INK, MARKING, BLK",,1,A/R,M-0-N,-,12405
32381,1,1,"TRANSFORMER, POWER",,1,EA,32381,NC,22558
32381,2,2,COIL/CORE,,1,EA,32381-10,NC,22558
32381,3,3,CORE,,1,EA,YP-42507-TC,CUR,8057
32381,4,1,,,0,EA,,,
32381,5,4,MAGNET WIRE,002K,1,A/R,#26 AWG PER NEMA MW-35-C,-,
32381,6,1,,,0,EA,,,
32381,7,1,,,0,EA,,,
32381,8,1,,,0,EA,,,
32381,9,1,,,0,EA,,,
32381,10,4,"INSULATION, MYLAR",021N,1,A/R,"48EL, 1/4 WIDE""",-,F0003
32381,11,4,"TAPE, GLASS",021B,1,A/R,P-213,-,99742
32381,12,4,FABRIC WASHER,,1,EA,521-128-25,CUR,
32381,13,4,SOLDER,,1,A/R,Sn63,-,
32381,14,4,DACRON,021L,1,A/R,"TRIMTEX WOVEN POLYESTER, 5 MILS THK",-,F0003
32381,15,11,,,0,EA,,,
32381,16,4,EPOXY,,1,A/R,C15-015,-,12405
32381,17,4,"INK, BLACK",,1,A/R,M-0-N,-,12405
32381,18,5,"CATALYST, INK",,1,A/R,B-3,-,12405
32382,1,1,"INDUCTOR, COUPLED",,1,EA,32382,NC,22558
32382,2,2,FINAL ASSEMBLY,,1,EA,32382-20,NC,22558
32382,3,3,COIL\CORE DETAIL,,1,EA,32382-10,NC,22558
32382,4,4,"CORE, RM POT CORE",,1,SET,YNP-42819-A700,CUR,8057
32382,5,4,"CLIP, CORE",,2,EA,610,CUR,A0002
32382,6,4,,,0,EA,,,
32382,7,4,MAGNET WIRE,002K,1,A/R,#24 AWG PER NEMA MW-35-C,-,
32382,8,4,MAGNET WIRE,002K,1,A/R,#25 AWG PER NEMA MW-35-C,-,
32382,9,1,,,0,EA,,,
32382,10,4,,,0,EA,,,
32382,11,4,"TAPE, GLASS",021B,1,A/R,P-213,-,99742
32382,12,4,"HEATSINK, COIL",005A,2,EA,855064-1,A,
32382,13,4,EPOXY,,1,A/R,C15-015,-,12405
32382,14,3,TERMINAL BOARD,006A,1,EA,855063-2,A,
32382,15,3,BASEPLATE,005A,1,EA,855062-1,NC,
32382,16,3,"SLEEVING, SHRINK",,1,A/R,M23053/5-XXX,CUR,
32382,17,3,,,0,EA,,,
32382,18,3,"WASHER, FLAT",,9,EA,NAS620C2,CUR,
32382,19,3,"NUT, HEX",,2,EA,NAS671C2,CUR,
32382,20,1,,,0,EA,,,
32382,21,3,"SCREW, PAN HEAD",,2,EA,MS51957-2,CUR,
32382,22,3,"SCREW, PAN HEAD",,5,EA,MS51957-3,CUR,
32382,23,3,,,1,EA,,,
32382,24,3,SOLDER,,1,A/R,Sn96WRMAP3,CUR,
32382,25,3,,,0,EA,,,
32382,26,3,"ADHESIVE, BONDING",,1,A/R,RFC-1120,CUR,A0000
32382,27,3,"INK, MARKING, WHITE",,1,A/R,M-9-N,-,12405
32382,28,3,"INK, MARKING, BLK",,1,A/R,M-0-N,-,12405
32382,29,4,"CATALYST, INK",,1,A/R,B-3,-,12405
32383,1,1,POWER TRANSFORMER,,1,EA,32383,F,22558
32383,2,2,,,0,,,,
32383,3,3,COIL\CORE DETAIL,,1,EA,32383-10,E,22558
32383,4,4,"CORE, RM POT CORE",,1,SET,NP-43723-UG,-,8057
32383,5,4,"CLIP, CORE",,2,EA,CLI/P-RM12/I,-,F0002
32383,6,4,,,1,EA,,,
32383,7,4,MAGNET WIRE,002K,1,A/R,AWG #27 PER NEMA MW-35-C,-,
32383,8,4,MAGNET WIRE,002K,1,A/R,AWG #26 PER NEMA MW-35-C,-,
32383,9,4,MAGNET WIRE,002K,1,A/R,AWG #30 PER NEMA MW-35-C,-,
32383,10,4,,,0,,,,
32383,11,4,"TAPE, GLASS",021B,1,A/R,P-213,-,99742
32383,12,4,WASHER,,1,EA,5611-143-3,-,86928
32383,13,4,SILICONE,,1,A/R,CV-2946,-,A0000
32383,14,4,SILICONE PRIMER,,1,A/R,CF1-141,-,A0000
32383,15,4,EPOXY,,1,A/R,DC-571,-,22156
32383,16,3,SOLDER,,1,A/R,Sn63 285 #66,-,
32383,17,3,"ADHESIVE, BONDING",,1,A/R,RFC-1120,CUR,A0000
32383,18,3,"INK, MARKING, WHITE",,1,A/R,M-9-N,-,12405
32383,19,4,"CATALYST, INK",,1,A/R,B-3,-,12405
32385,1,1,INDUCTOR,,1,EA,32385,NC,22558
32385,2,3,COIL\CORE DETAIL,,1,EA,32385-10,NC,22558
32385,3,4,BOBBIN,,1,EA,B-7X4-1 LCP,-,
32385,4,4,CORE,,1,EA,G-40704-16,-,8057
32385,5,1,,,0,EA,,,
32385,6,4,MAGNET WIRE,002K,1,A/R,#38 AWG PER NEMA MW-35-C,-,
32385,7,1,,,0,EA,,,
32385,8,4,MYLAR TAPE,,1,A/R,P-280,-,99742
32385,9,1,,,0,EA,,,
32385,10,4,EPOXY,,1,A/R,EA956 A & B,-,12405
32385,11,4,EPOXY,,1,A/R,RFC-1120,-,E0035
32385,12,1,,,0,EA,,,
32385,13,4,EPOXY,,1,A/R,C15-015,CUR,12405
32385,14,1,,,0,EA,,,
32385,15,4,CARRIER,,1,EA,533,NC,
32385,16,4,"INK, MARKING, WHITE",,1,A/R,M-0-N,-,12405
32385,17,5,"CATALYST, INK",,1,A/R,B-3,-,12405
32386,1,1,INDUCTOR,,1,EA,32386,NC,22558
32386,2,2,COIL/CORE,,1,EA,32386-10,NC,22558
32386,3,3,CORE,,1,EA,55090-A2,-,8057
32386,4,1,,,0,EA,,,
32386,5,3,MAGNET WIRE,002K,1,A/R,#24 AWG PER MW-35-C,-,
32386,6,3,LEAD WIRE,,1,A/R,#20 AWG PER MIL-W-81044,-,
32386,7,3,DACRON,021L,1,A/R,"TRIMTEX WOVEN POLYESTER, 5 MILS THK",-,F0003
32386,8,3,EPOXY,,1,A/R,DC-571,-,22156
32386,9,3,BASE,,1,EA,32386-50,NC,
32386,10,4,INSERT,,5,EA,CB440-6,-,A0000
32386,11,3,"INK, BLACK",,1,A/R,M-0-N,-,12405
32386,12,4,CATALYST,,1,A/R,B3,-,12405
32386,13,3,"ADHESIVE, BONDING",,1,A/R,RFC-1120,CUR,A0000
32386,14,3,SOLDER,,1,A/R,Sn63 285 #66,-,
32391,1,1,INDUCTOR,,1,EA,32391,B,22558
32391,2,1,,,0,EA,,,
32391,3,3,COIL\CORE DETAIL,,1,EA,32391-10,A,22558
32391,4,4,CORE,,1,EA,55137-A2-EO,-,8057
32391,5,4,MAGNET WIRE,,1,A/R,AWG #33 PER NEMA MW-35-C,-,
32391,6,4,,,0,,,,
32391,7,3,ADHESIVE,,1,A/R,EA956 A & B,-,12405
32391,8,3,LEAD FRAME,,1,EA,9301 *REV LP/NC,*,
32391,9,3,INSULATION WASHER,,1,EA,504-5-200-3,A,22558
32391,10,3,SOLDER,,1,A/R,Sn63 285 #66,-,K0014
32391,11,3,MOLDING COMPOUND,,1,A/R,MG25F-05,-,D0008
32391,12,3,"INK, MARKING, WHITE",,1,A/R,M-9-N,-,12405
32391,13,4,"CATALYST, INK",,1,A/R,B-3,-,12405
32394,1,1,"TRANSFORMER, HV",,1,EA,32394,NC,22558
32394,2,2,COIL/CORE,,1,EA,32394-10,NC,
32394,3,3,BOBBIN,,1,EA,CUSTOMER SUPPLIED,,
32394,4,3,CORE,,4,EA,??-49925-UG (CUSTOMER SUPPLIED),,
32394,5,3,PRI WIRE,,1,A/R,CUSTOMER SUPPLIED,,
32394,6,3,MAGNET WIRE,,1,A/R,#24 AWG PER NEMA MW-35-C,-,
32395,1,1,INDUCTOR,,1,EA,32395,D,22558
32395,2,2,COIL/CORE,,1,EA,32395-10,A,22558
32395,3,3,CORE,,1,EA,SA 10X6X4.5 (TOSHIBA),-,
32395,4,4,,,0,,,-,
32395,5,3,MAGNET WIRE,002K,1,A/R,#22 AWG PER MW-35-C,-,
32395,6,3,SOLDER,,1,A/R,Sn63 285 #66,-,
32395,7,1,,,0,EA,,,
32395,8,3,EPOXY,,1,A/R,RFC-1120,-,A0000
32396,1,1,COMMON MODE CHOKE,,1,EA,32396,C,22558
32396,2,2,COIL/CORE,,1,EA,32396-10,B,22558
32396,3,3,CORE,,1,EA,ZJ-42915-TC,-,8057
32396,4,3,MAGNET WIRE,002K,1,A/R,#24 AWG PER MW-35-C,-,
32396,5,3,FLEX LEADS,,1,A/R,#18 AWG PER MIL-W-81044,CUR,
32396,6,3,LEAD WIRE,,1,A/R,#20 AWG PER MIL-W-81044,-,
32396,7,3,DACRON,021L,1,A/R,"TRIMTEX WOVEN POLYESTER, 5 MILS THK",-,F0003
32396,8,3,EPOXY,,1,A/R,DC-571,-,22156
32396,9,3,BASE,,1,EA,32396-50,NC,
32396,10,4,INSERT,,1,EA,CB440-6,-,A0000
32396,11,3,"INK, BLACK",,1,A/R,M-0-N,-,12405
32396,12,4,CATALYST,,1,A/R,B3,-,12405
32396,13,3,"ADHESIVE, BONDING",,1,A/R,RFC-1120,-,A0000
32396,14,3,SOLDER,,1,A/R,Sn63 285 #66,-,
32397,1,1,"INDUCTOR, COUPLED",,1,EA,32397,NC,22558
32397,2,2,FINAL ASSEMBLY,,1,EA,32397-20,NC,22558
32397,3,3,COIL\CORE DETAIL,,1,EA,32397-10,NC,22558
32397,4,4,"CORE, RM POT CORE",,1,SET,YNP-42819-A700,CUR,8057
32397,5,4,"CLIP, CORE",,2,EA,610,CUR,A0002
32397,6,4,,,0,EA,,,
32397,7,4,MAGNET WIRE,002K,1,A/R,#24 AWG PER NEMA MW-35-C,-,
32397,8,4,MAGNET WIRE,002K,1,A/R,#23 AWG PER NEMA MW-35-C,-,
32397,9,1,,,0,EA,,,
32397,10,4,,,0,EA,,,
32397,11,4,"TAPE, GLASS",021B,1,A/R,P-213,-,99742
32397,12,4,"HEATSINK, COIL",005A,2,EA,855064-1,A,
32397,13,4,EPOXY,,1,A/R,C15-015,-,12405
32397,14,3,TERMINAL BOARD,006A,1,EA,855063-2,A,
32397,15,3,BASEPLATE,005A,1,EA,855062-1,NC,
32397,16,3,"SLEEVING, SHRINK",,1,A/R,M23053/5-XXX,CUR,
32397,17,3,,,0,EA,,,
32397,18,3,"WASHER, FLAT",,9,EA,NAS620C2,CUR,
32397,19,3,"NUT, HEX",,2,EA,NAS671C2,CUR,
